u10 Ensembl ID,u10 mean gene weight,u10 gene weight SD,u10 CV,u102540 Ensembl ID,u102540 mean gene weight,u102540 gene weight SD,u102540 CV,u11150 Ensembl ID,u11150 mean gene weight,u11150 gene weight SD,u11150 CV,u202260 Ensembl ID,u202260 mean gene weight,u202260 gene weight SD,u202260 CV,u39566 Ensembl ID,u39566 mean gene weight,u39566 gene weight SD,u39566 CV,u134800 Ensembl ID,u134800 mean gene weight,u134800 gene weight SD,u134800 CV,u102324 Ensembl ID,u102324 mean gene weight,u102324 gene weight SD,u102324 CV
ENSMMUG00000057389,-0.12578493456477083,0.024639610718768586,-0.19588681906958288,ENSMMUG00000057389,-0.21906669399992643,0.08978004941382611,-0.4098297544667208,ENSMMUG00000057389,-0.1408146529190658,0.02164142799586509,-0.1536873297433304,ENSMMUG00000057389,-2.2677929991647447,0.4982996266990574,-0.21972888481558375,ENSMMUG00000057389,-2.982433519955176,0.35865002673556456,-0.12025415632431426,ENSMMUG00000057389,-0.760737749140537,0.1590160052433545,-0.20902867699546512,ENSMMUG00000057389,-2.0503261585481964,0.26542120455641294,-0.12945316209805052
ENSMMUG00000031200,0.04626981655117943,0.0864351896370945,1.8680685613155137,ENSMMUG00000031200,0.12637407189757102,0.10765256140358558,0.8518563957552967,ENSMMUG00000031200,-0.054751238863025,0.060396844209491964,-1.1031137461672962,ENSMMUG00000031200,0.40842961264585687,0.2791532822822009,0.6834795363485322,ENSMMUG00000031200,0.057937205228300544,0.03210101724708042,0.5540656840554687,ENSMMUG00000031200,0.05239352023202829,0.16871337680921925,3.2201191304203363,ENSMMUG00000031200,-0.00043348667084810766,0.13132048525200402,-302.9400765543222
ENSMMUG00000006214,0.12926762508391157,0.06094732895218119,0.4714817721190315,ENSMMUG00000006214,0.11851126303166226,0.3582846457738478,3.023211774210237,ENSMMUG00000006214,0.015814090029527703,0.010194114675682625,0.6446222739751962,ENSMMUG00000006214,-0.3166509574174887,0.275235962047183,-0.8692093158091984,ENSMMUG00000006214,0.01767454013986126,0.03513713637747731,1.9880085195672383,ENSMMUG00000006214,-0.009151741279633873,0.12756832092724255,-13.939240307320627,ENSMMUG00000006214,-0.15325929359057314,0.23587141211272797,-1.5390349686907094
ENSMMUG00000062580,-0.011054998104171659,0.024719727252059127,-2.2360679774997894,ENSMMUG00000062580,-0.00790604685743064,0.017678458206513502,-2.23606797749979,ENSMMUG00000062580,0.0,0.0,,ENSMMUG00000062580,0.03910235275092718,0.10013145984599127,2.560752814128735,ENSMMUG00000062580,-0.21199329520216967,0.17926324967530546,-0.8456081099373881,ENSMMUG00000062580,0.0,0.0,,ENSMMUG00000062580,-0.03567136452696052,0.0724685772078809,-2.0315616789234103
ENSMMUG00000017324,-0.007176862989579066,0.016047953509901156,-2.23606797749979,ENSMMUG00000017324,0.0,0.0,,ENSMMUG00000017324,0.012711600420631792,0.0024225997067102247,0.19058180138971179,ENSMMUG00000017324,0.018538400723760288,0.07290619715806916,3.932712332872748,ENSMMUG00000017324,0.24048900025195383,0.26940915500901885,1.1202556238612418,ENSMMUG00000017324,0.0,0.0,,ENSMMUG00000017324,-0.021335831509362923,0.03492029585674248,-1.6366972077661097
ENSMMUG00000021388,-0.0001288053405677177,0.0002880174973744282,-2.2360679774997902,ENSMMUG00000021388,-0.0003518178005395411,0.04700038098183012,-133.59295893997185,ENSMMUG00000021388,0.017737539949507723,0.01278675124709508,0.7208863959429704,ENSMMUG00000021388,-0.07640859150170552,0.1821553311649739,-2.3839639965213597,ENSMMUG00000021388,0.0119004121023952,0.25071568888089857,21.067815696099878,ENSMMUG00000021388,0.07294530594293164,0.09988562454182574,1.3693221688585515,ENSMMUG00000021388,-0.004416329085252917,0.12236660569555233,-27.707764374752106
ENSMMUG00000010176,-0.024625016121120575,0.02417989082221505,-0.981923857563539,ENSMMUG00000010176,-0.023127861836252626,0.06092738436789743,-2.634371685513727,ENSMMUG00000010176,-0.005579954680224135,0.008312379979224934,-1.489685930368711,ENSMMUG00000010176,0.1268623705357992,0.14761174062396026,1.1635581142030276,ENSMMUG00000010176,0.1686014210306488,0.11500634715346804,0.6821196787692667,ENSMMUG00000010176,-0.05686058147839653,0.08487424077077713,-1.492672754375965,ENSMMUG00000010176,-0.04297746999586253,0.15806846458820098,-3.6779378731092907
ENSMMUG00000058747,0.005797042680606659,0.06027378759052345,10.39733376332772,ENSMMUG00000058747,-0.04277290587565701,0.06133372709244942,-1.4339387478313876,ENSMMUG00000058747,-0.008207320389093935,0.00883019703323945,-1.0758928145382516,ENSMMUG00000058747,-0.028726639797626907,0.27021289219395056,-9.406352225583749,ENSMMUG00000058747,0.06920755368773392,0.09361601894187047,1.352684988177275,ENSMMUG00000058747,-0.10715236183121969,0.09559116861050325,-0.8921051013422646,ENSMMUG00000058747,0.006977966107014631,0.1986393663433566,28.46665680185427
ENSMMUG00000047935,-0.015252034475475263,0.02224801948360057,-1.4586919220104444,ENSMMUG00000047935,0.0,0.0,,ENSMMUG00000047935,0.05000352961385907,0.0030944373938860165,0.06188437931846228,ENSMMUG00000047935,0.019138191292546233,0.1469744143391634,7.679639736718779,ENSMMUG00000047935,0.21946729001266332,0.15673256610725878,0.7141500043045834,ENSMMUG00000047935,0.10318754342963173,0.060144026013052306,0.5828613029640274,ENSMMUG00000047935,-0.04139228445869191,0.074441290462918,-1.7984339699155254
ENSMMUG00000061500,-0.024984860509979445,0.0558678465086641,-2.23606797749979,ENSMMUG00000061500,0.0,0.0,,ENSMMUG00000061500,-0.0076832576457844,0.01718028638461892,-2.23606797749979,ENSMMUG00000061500,0.0676187912253624,0.07240567620794602,1.0707922294355974,ENSMMUG00000061500,-0.09885704816849972,0.1412741329503469,-1.4290749680240116,ENSMMUG00000061500,-0.032249703882842845,0.04116959619600892,-1.2765883477743045,ENSMMUG00000061500,-0.17950453980576397,0.1636185210718641,-0.9115007411451007
